MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
5,10,4,3,5,4,5,1096.633158,6,1,5,5,7,4,4,5,5,4,1,2,0.328161617
6,3,3,7,6,4,3,148.4131591,4,5,9,5,5,9,5,4,4,7,3,6,0.332361645
4,4,3,4,7,9,8,1096.633158,8,4,3,9,9,6,4,2,9,3,4,5,0.390716187
5,6,8,7,8,5,3,54.59815003,6,4,6,9,5,5,7,2,6,5,12,4,0.366885232
11,10,3,9,9,4,5,403.4287935,4,6,5,7,4,4,2,3,6,5,2,8,0.380427194
5,1,2,5,5,5,6,54.59815003,8,5,5,2,9,4,5,2,4,8,5,4,0.369649851
8,4,4,5,3,4,8,8103.083928,7,4,4,6,7,4,3,5,2,7,8,7,0.358500768
4,3,5,3,5,5,6,148.4131591,3,7,7,6,4,4,6,2,8,6,7,2,0.367662346
8,3,3,4,4,4,6,54.59815003,5,6,6,3,2,4,11,3,3,7,10,5,0.319751957
8,5,7,3,6,5,8,20.08553692,1,8,3,7,5,8,6,6,4,3,4,5,0.435702809
5,6,11,9,5,6,3,403.4287935,5,4,4,,3,1,8,3,2,5,6,6,0.380465247
4,5,4,2,4,4,5,403.4287935,5,6,7,4,3,10,4,3,6,8,6,4,0.340154378
3,6,6,5,6,6,5,20.08553692,5,5,5,8,7,9,5,5,7,6,5,4,0.399797637
4,7,8,9,5,1,3,148.4131591,4,2,4,7,3,3,7,3,1,3,1,7,0.423214856
,2,5,9,7,6,7,54.59815003,5,5,4,2,7,1,2,3,7,4,3,4,0.341505471
3,8,6,5,5,6,8,54.59815003,2,8,6,6,6,8,2,1,4,4,4,8,0.345431621
8,4,1,5,5,6,4,54.59815003,6,7,2,6,6,5,8,4,4,5,8,3,0.361396819
5,3,7,7,6,4,4,20.08553692,10,11,2,6,4,4,8,5,9,6,8,4,0.330420568
4,9,3,2,4,2,2,403.4287935,7,3,3,5,3,2,5,5,4,4,5,6,0.413370373
2,3,3,4,6,5,4,54.59815003,6,4,5,5,1,6,7,5,5,2,3,5,0.381784734
8,3,6,5,3,6,6,8103.083928,4,5,4,6,2,6,5,7,1,6,5,4,0.307986231
5,3,7,6,5,2,4,148.4131591,5,4,8,5,8,4,5,7,3,10,7,6,0.439538571
4,2,9,3,3,3,5,148.4131591,9,3,3,5,5,4,3,5,4,2,2,6,0.380496011
7,8,4,3,4,2,4,1096.633158,6,9,7,7,3,5,5,5,4,4,6,4,0.424591086
3,4,5,5,9,3,5,7.389056099,4,6,10,5,7,5,4,2,11,6,4,3,0.370226543
5,6,3,4,7,8,0,148.4131591,2,4,2,5,7,8,2,9,10,6,5,3,0.38154293
5,6,5,1,6,4,3,54.59815003,4,6,7,6,5,5,3,5,9,7,9,2,0.363626535
5,5,5,7,5,3,3,54.59815003,9,7,6,4,6,3,6,5,3,5,5,1,0.359186503
5,3,6,6,6,3,7,54.59815003,6,6,6,5,2,7,8,4,8,5,5,7,0.330562622
7,8,6,4,7,1,2,2980.957987,6,2,5,6,7,4,4,6,8,4,8,1,0.434697395
,2,6,5,5,6,6,403.4287935,2,2,4,3,6,1,2,3,2,5,8,8,0.325447974
11,8,6,6,6,3,4,22026.46579,3,6,7,7,7,4,1,4,5,9,2,6,0.373696599
6,0,10,5,5,5,4,7.389056099,7,8,6,4,2,3,6,2,7,7,5,5,0.312193558
4,4,2,9,5,2,4,7.389056099,4,7,7,7,7,5,5,6,3,7,3,7,0.439072766
,3,3,4,3,6,0,20.08553692,4,6,7,5,5,4,8,4,5,2,3,4,0.377794695
4,6,1,0,2,9,6,54.59815003,4,7,2,7,3,6,5,4,4,3,4,9,0.414041652
6,6,2,10,6,2,0,7.389056099,6,7,4,2,3,5,1,7,3,4,8,6,0.37881004
7,7,5,4,6,6,8,8103.083928,5,5,7,6,7,5,5,8,8,2,4,3,0.412697931
7,2,5,5,6,5,7,148.4131591,7,6,6,6,3,4,2,5,6,5,9,4,0.37481739
3,8,4,6,5,2,4,148.4131591,3,8,8,4,7,7,4,9,4,4,6,3,0.362296411
8,6,7,2,2,4,5,54.59815003,4,6,4,,6,13,4,8,2,1,7,6,0.363826812
4,2,2,3,5,2,6,403.4287935,5,4,4,5,6,7,6,4,6,6,9,2,0.300328096
6,2,5,9,6,8,11,20.08553692,3,5,6,,3,3,3,3,4,7,4,3,0.351891693
4,6,5,6,8,6,2,20.08553692,2,3,2,9,6,5,3,6,5,2,6,9,0.433272168
10,3,9,3,5,5,5,54.59815003,4,5,7,4,5,5,11,6,8,1,7,5,0.394580758
6,5,5,5,5,4,3,148.4131591,9,7,5,3,5,3,6,5,3,2,5,4,0.42870466
6,9,8,8,4,3,6,148.4131591,4,5,9,,4,6,5,2,1,8,1,4,0.32803676
3,5,5,7,6,2,6,148.4131591,5,3,7,4,3,6,0,9,2,6,1,5,0.368762435
4,5,1,6,5,7,8,20.08553692,1,2,6,11,6,9,4,2,4,5,4,4,0.30482747
7,5,9,4,3,6,1,403.4287935,5,5,4,3,6,3,6,1,2,4,4,4,0.394787301
5,5,5,3,6,4,2,20.08553692,3,5,9,4,7,1,3,4,5,3,4,9,0.409762278
3,2,4,2,3,7,4,54.59815003,1,4,3,4,3,5,5,6,4,6,6,5,0.404692195
5,3,5,5,3,6,4,54.59815003,8,10,4,2,2,6,5,8,4,4,3,9,0.312147799
6,5,9,6,7,6,6,403.4287935,9,3,6,5,8,1,11,8,6,5,3,5,0.334653872
5,5,7,10,13,4,7,7.389056099,4,1,4,3,5,5,4,6,13,4,4,5,0.391815831
2,5,4,4,4,8,7,148.4131591,4,10,3,3,2,5,8,6,4,6,10,5,0.406258754
2,7,6,6,5,4,5,148.4131591,6,4,5,5,6,4,6,3,5,6,1,4,0.338389476
4,3,4,6,9,10,2,20.08553692,7,4,5,3,1,5,4,7,9,4,1,6,0.356873746
,7,5,5,6,2,5,1096.633158,8,4,5,2,6,4,6,7,7,3,12,4,0.349177251
7,4,5,3,3,7,3,148.4131591,3,8,4,5,2,2,2,6,3,4,4,7,0.300639089
3,6,7,8,7,3,3,1096.633158,10,7,10,5,4,5,4,7,7,4,5,3,0.380711835
9,0,4,7,5,5,4,1,4,4,3,4,5,0,3,4,4,3,4,6,0.393675787
6,9,3,3,6,5,4,148.4131591,5,8,5,0,10,5,3,3,8,6,2,6,0.338700999
4,6,7,4,6,5,9,54.59815003,4,2,4,4,3,9,4,3,6,7,4,8,0.396289833
5,4,5,4,7,4,11,148.4131591,0,9,7,2,8,6,7,7,7,4,7,4,0.333984832
0,4,3,6,4,5,3,403.4287935,4,3,7,4,4,4,10,4,4,6,7,5,0.400174255
3,4,9,3,5,4,9,8103.083928,6,6,7,3,2,4,6,6,4,4,9,6,0.364006239
6,5,10,7,5,1,6,148.4131591,2,4,4,6,2,6,5,6,6,2,4,6,0.422070886
4,8,9,6,7,7,11,20.08553692,5,3,5,,2,11,5,6,7,4,5,5,0.37626282
7,1,5,3,5,3,5,20.08553692,5,3,6,4,4,3,5,4,6,3,7,7,0.325851404
5,6,5,4,3,6,8,54.59815003,6,7,3,4,6,7,5,3,3,6,3,6,0.415081579
9,6,4,4,4,5,5,403.4287935,10,8,8,3,5,5,2,5,3,10,5,3,0.40887499
9,7,6,8,6,3,1,148.4131591,4,5,6,8,5,1,3,7,7,3,6,2,0.311791945
2,8,2,3,4,6,2,2980.957987,8,2,5,2,5,3,4,5,4,3,6,6,0.306725697
6,8,6,7,7,2,6,148.4131591,5,8,8,4,9,4,6,2,5,7,4,4,0.319080746
5,7,6,4,4,1,2,20.08553692,4,5,9,4,5,5,6,1,5,4,2,7,0.418344109
11,8,5,7,7,3,3,20.08553692,5,6,4,6,6,3,7,3,8,6,3,2,0.344853558
3,10,8,4,3,6,5,8103.083928,4,2,6,5,4,11,5,6,3,4,6,6,0.370665201
4,4,5,1,4,6,5,2.718281828,9,4,9,4,9,8,6,2,6,5,9,6,0.384415296
8,6,5,3,5,8,4,403.4287935,7,6,5,9,3,11,4,2,5,7,10,6,0.4040874
,3,5,4,5,3,2,20.08553692,6,2,4,2,6,3,4,7,7,2,1,4,0.416193744
4,5,4,2,2,7,2,54.59815003,5,6,11,5,3,7,5,4,3,8,7,7,0.372221172
5,3,6,4,5,5,3,20.08553692,6,4,8,2,4,5,3,5,4,4,6,7,0.358206345
7,6,7,6,8,5,6,20.08553692,4,8,4,7,4,6,6,11,8,3,5,5,0.32743185
6,3,7,6,3,4,4,54.59815003,4,3,4,6,8,7,7,4,2,6,3,6,0.38505285
4,4,6,8,9,3,1,20.08553692,3,8,4,4,3,1,6,3,5,7,7,6,0.376982788
3,2,8,6,5,10,9,54.59815003,5,12,4,4,6,11,8,5,4,6,11,6,0.34076245
4,4,8,5,7,3,4,148.4131591,3,6,4,,2,3,7,4,8,4,5,4,0.362468487
3,4,6,3,6,3,2,20.08553692,3,4,6,7,8,5,9,11,8,5,2,6,0.403551144
1,3,9,5,3,5,9,403.4287935,3,4,5,5,9,9,5,5,3,5,8,6,0.387791204
8,3,5,6,9,6,5,148.4131591,6,6,3,1,2,1,5,7,8,10,6,3,0.367443703
3,6,2,4,6,0,5,54.59815003,6,5,5,5,8,3,7,7,7,4,4,4,0.338124303
,5,3,7,6,4,6,148.4131591,6,3,6,8,4,4,5,10,6,3,4,7,0.393520605
8,4,9,1,1,2,2,148.4131591,5,6,5,2,4,6,8,7,5,2,8,7,0.387872118
4,9,3,5,2,5,6,148.4131591,5,5,5,5,10,3,4,6,2,4,5,4,0.364152698
2,5,4,7,10,4,1,2.718281828,7,7,4,6,10,3,2,6,10,7,2,3,0.333393367
3,12,6,4,3,8,8,20.08553692,8,2,6,4,4,9,5,6,2,11,3,5,0.32448271
5,8,6,3,5,4,4,148.4131591,6,12,11,6,5,6,3,7,6,5,0,4,0.347515929
5,9,2,5,3,6,9,148.4131591,3,3,3,5,5,3,5,7,5,13,3,5,0.427220081
5,4,8,7,7,1,4,148.4131591,5,6,4,8,3,6,3,7,4,5,1,9,0.405544123
7,4,6,7,5,2,6,1096.633158,5,4,6,2,4,2,5,6,5,7,6,2,0.424749771
5,7,6,4,3,6,8,22026.46579,3,4,6,3,5,6,3,7,5,8,7,3,0.417963858
4,5,6,1,4,2,5,20.08553692,6,2,4,5,6,8,4,1,6,6,4,5,0.364243559
5,4,4,8,7,4,4,1096.633158,9,6,3,0,2,2,2,4,6,4,8,6,0.374261948
6,3,9,6,7,5,8,54.59815003,1,4,8,7,4,5,2,1,7,3,6,2,0.32374205
7,3,3,0,1,6,6,20.08553692,8,5,6,4,8,5,7,6,4,2,4,2,0.400922101
12,11,7,6,6,3,4,403.4287935,3,5,5,1,7,4,7,4,7,6,9,4,0.359072836
5,7,5,6,5,7,8,20.08553692,5,8,5,2,3,4,2,2,4,8,6,3,0.322577664
4,7,1,8,5,3,4,7.389056099,6,9,1,6,4,3,2,5,0,2,4,3,0.313349672
5,7,3,2,5,3,4,2980.957987,6,3,7,,4,2,2,5,3,0,6,7,0.397458873
6,2,5,3,2,0,4,54.59815003,8,4,6,7,2,5,3,0,2,8,1,5,0.367508416
3,2,5,7,7,7,6,148.4131591,5,5,3,7,5,5,5,3,7,3,8,5,0.301259355
3,11,7,1,4,5,10,20.08553692,11,4,6,6,3,4,4,5,5,7,3,7,0.415432184
11,7,3,7,4,5,8,403.4287935,2,5,2,7,3,5,3,2,4,2,3,7,0.386724712
9,6,5,2,5,7,5,148.4131591,6,3,5,5,5,7,4,8,7,10,3,4,0.305372696
6,1,5,4,6,7,5,2980.957987,5,2,3,3,9,5,3,8,5,6,2,5,0.342655877
3,8,12,3,6,7,4,54.59815003,3,5,4,1,5,6,4,8,8,5,5,4,0.401136795
8,3,0,6,8,8,4,7.389056099,4,5,5,2,5,4,4,3,7,4,4,1,0.308264164
8,6,6,1,2,6,11,148.4131591,3,2,4,4,5,8,6,5,3,8,6,11,0.403075358
8,7,6,5,5,4,4,403.4287935,1,4,3,5,6,4,3,3,4,3,5,7,0.370685332
3,3,8,9,6,7,7,1096.633158,6,3,5,4,4,4,7,1,3,4,3,3,0.409600036
5,6,2,5,6,4,3,54.59815003,2,7,4,2,8,3,4,7,7,5,4,5,0.419733171
5,5,9,7,4,3,8,148.4131591,6,3,2,6,6,5,3,4,4,7,2,7,0.407486183
9,7,5,3,7,7,9,54.59815003,7,4,8,,4,3,3,5,8,7,5,4,0.310930488
4,3,3,3,1,6,6,1096.633158,3,6,3,2,4,7,11,6,4,3,2,6,0.364452289
5,2,6,3,5,4,5,403.4287935,5,3,5,6,8,2,8,8,6,3,5,6,0.344622984
4,3,3,5,6,8,6,20.08553692,6,5,2,9,3,4,3,4,6,5,4,7,0.371188938
6,5,4,6,3,2,3,1096.633158,3,3,3,2,6,7,2,4,3,5,11,7,0.435212271
10,7,9,5,9,4,7,54.59815003,5,3,5,3,3,7,5,4,10,2,8,6,0.317415468
3,2,6,9,9,3,1,7.389056099,8,6,6,5,7,2,3,6,8,7,8,5,0.421183763
5,6,4,8,7,4,11,54.59815003,3,6,6,5,8,9,5,7,6,1,6,2,0.438719439
5,6,4,7,7,3,7,162754.7914,2,9,6,1,11,4,10,7,7,6,5,9,0.438603077
2,7,8,4,4,4,4,403.4287935,5,7,5,10,8,4,3,10,2,6,5,1,0.4115365
3,4,2,6,4,2,8,1096.633158,4,5,4,2,8,4,4,6,3,5,6,6,0.365181267
4,7,3,4,3,6,6,403.4287935,5,7,4,8,8,7,5,5,2,3,5,4,0.324920087
6,2,3,5,4,9,3,54.59815003,5,6,6,9,6,3,4,2,4,6,12,2,0.385149831
,6,6,6,6,10,6,22026.46579,5,8,2,5,3,5,1,7,6,5,4,8,0.385452174
5,8,3,4,6,4,4,1096.633158,7,6,4,4,3,1,7,7,6,3,2,10,0.344300835
1,5,5,6,6,8,5,20.08553692,7,3,4,7,7,7,2,3,4,2,7,4,0.38635511
8,7,6,5,3,6,5,148.4131591,9,5,7,7,3,5,2,3,2,6,4,1,0.316316605
9,6,4,6,2,7,7,54.59815003,5,5,3,4,2,3,5,7,1,3,4,7,0.388761179
7,1,7,5,5,4,8,403.4287935,4,2,5,8,3,4,4,6,4,1,6,4,0.425541134
8,3,8,5,3,7,2,8103.083928,5,3,2,2,1,5,6,5,4,6,4,5,0.366089144
6,5,6,2,1,2,5,20.08553692,7,6,6,3,7,6,5,0,1,2,6,3,0.407038817
4,6,6,5,4,4,1,7.389056099,6,9,4,6,5,5,3,7,4,4,5,5,0.388989679
5,5,6,3,3,4,2,148.4131591,4,8,8,9,8,7,5,9,3,9,7,6,0.300428978
4,6,5,4,4,5,6,403.4287935,3,3,6,4,7,6,4,7,4,7,4,7,0.317079779
2,2,3,6,4,10,3,54.59815003,5,1,8,6,6,7,3,3,4,11,5,4,0.408476954
4,7,4,3,4,5,4,2980.957987,6,5,4,4,5,2,8,3,6,7,6,6,0.30566341
6,6,13,5,6,5,4,54.59815003,9,3,5,6,5,9,7,5,7,5,3,3,0.433874672
8,4,9,3,3,3,6,20.08553692,7,6,4,6,6,3,3,5,5,8,5,3,0.425170663
6,2,7,3,5,3,6,403.4287935,6,3,4,8,5,3,8,6,6,6,4,5,0.350732492
1,3,3,1,3,2,9,8103.083928,7,7,3,1,3,5,7,7,6,4,7,4,0.343453741
5,6,3,4,4,3,2,20.08553692,5,3,4,8,4,5,5,5,5,5,4,3,0.38581045
5,3,7,3,4,6,5,54.59815003,7,11,4,6,4,2,3,8,4,9,3,6,0.385650967
5,4,9,6,7,7,5,54.59815003,6,12,5,3,6,5,4,5,6,1,11,7,0.312464647
7,6,3,4,3,7,10,403.4287935,3,5,2,2,5,4,9,7,2,3,7,9,0.330153995
6,2,7,6,6,5,3,20.08553692,4,6,3,7,5,8,3,5,7,5,4,5,0.389105322
9,8,7,7,8,3,4,20.08553692,5,7,3,7,7,2,7,5,8,6,5,5,0.412107871
5,1,9,2,4,6,9,148.4131591,6,6,8,8,6,6,7,8,5,7,6,4,0.32688035
,3,6,6,4,6,1,2980.957987,9,3,2,3,6,6,7,3,5,6,5,4,0.39827051
9,5,9,10,6,3,3,403.4287935,4,7,9,5,7,4,8,5,5,5,7,12,0.421866536
4,0,6,1,1,3,6,1096.633158,3,4,3,1,4,4,5,8,3,6,5,7,0.31649272
5,8,5,7,8,6,6,403.4287935,3,3,8,3,5,4,5,6,9,2,14,5,0.361474475
5,3,7,4,7,5,10,148.4131591,3,9,4,5,5,2,6,4,9,6,5,5,0.419077773
5,7,5,4,7,4,5,7.389056099,2,5,6,4,5,6,7,5,10,5,4,2,0.351887766
,5,4,5,4,7,4,403.4287935,8,2,6,6,5,5,5,6,3,3,5,5,0.337724026
4,4,8,3,4,6,5,148.4131591,7,7,4,3,2,6,2,5,7,1,7,5,0.404386065
3,6,2,5,5,3,6,54.59815003,4,4,5,5,3,5,4,6,5,4,3,2,0.356108909
3,5,4,7,7,4,3,7.389056099,6,5,5,5,5,5,3,6,9,12,3,8,0.398883644
3,5,5,5,4,3,4,2980.957987,2,6,6,6,4,4,4,4,5,6,7,7,0.317694769
5,4,2,3,5,4,9,20.08553692,5,4,3,6,3,3,6,5,6,8,5,7,0.377491526
5,2,6,6,6,6,6,403.4287935,6,6,3,3,6,4,6,8,4,5,4,4,0.353124518
6,5,3,7,4,6,6,148.4131591,3,5,4,8,6,7,4,8,3,3,12,6,0.439622709
,6,8,6,8,1,7,54.59815003,2,5,5,6,6,9,4,6,9,4,6,6,0.382794799
7,9,3,2,4,4,8,22026.46579,2,6,5,8,5,0,6,7,5,4,5,6,0.395503144
6,8,1,5,5,7,7,148.4131591,2,4,6,4,7,5,5,6,3,1,6,2,0.318344916
6,7,3,5,4,4,7,22026.46579,5,1,5,2,5,6,5,2,6,1,4,8,0.43887569
,2,4,3,4,4,8,403.4287935,6,4,7,3,8,6,10,6,3,6,5,2,0.307196625
6,4,3,5,4,5,4,148.4131591,9,6,7,2,1,5,7,7,5,3,4,2,0.309917134
1,3,4,4,4,4,5,20.08553692,7,5,7,2,7,7,2,6,3,6,3,0,0.310602938
2,6,6,5,6,4,4,403.4287935,3,3,5,5,3,4,4,4,7,7,0,1,0.42188409
4,2,6,4,6,4,8,7.389056099,5,9,5,7,4,2,9,6,6,3,3,2,0.402002503
,5,4,5,4,5,5,148.4131591,3,3,5,2,4,3,5,2,4,6,5,10,0.436227413
7,0,10,5,3,0,7,7.389056099,4,3,6,5,6,7,3,8,1,7,9,8,0.309318447
2,3,8,4,2,6,6,148.4131591,7,3,7,5,8,4,3,4,2,4,4,7,0.39683459
,3,3,7,3,2,3,403.4287935,3,6,2,1,3,4,8,6,1,5,8,10,0.3746577
6,8,8,4,3,5,5,1096.633158,4,7,4,7,4,7,4,2,3,6,2,10,0.389479066
7,7,5,2,4,6,4,403.4287935,5,5,4,5,9,8,6,3,5,3,1,0,0.371808292
6,4,6,7,6,6,6,2980.957987,8,3,8,5,3,6,8,4,2,3,8,5,0.394548574
4,6,4,4,4,6,10,1096.633158,3,4,5,0,6,5,2,10,4,4,6,2,0.426988273
3,10,7,6,5,4,3,20.08553692,5,7,7,5,2,4,4,2,4,8,5,4,0.382246343
7,5,2,6,3,4,6,148.4131591,7,7,5,3,7,8,3,10,1,6,4,5,0.425498223
6,9,5,6,2,6,7,1,4,7,6,6,7,4,5,5,2,4,3,10,0.409502724
7,7,3,5,4,4,4,403.4287935,3,5,8,10,7,5,7,8,3,15,5,1,0.421089365
6,3,3,4,5,5,3,54.59815003,2,6,6,5,7,7,4,7,4,7,5,7,0.392295121
8,3,4,5,6,5,4,2980.957987,5,6,3,9,9,3,7,1,6,7,3,7,0.372604809
2,7,7,3,7,2,8,148.4131591,4,1,3,5,11,5,5,4,10,1,5,8,0.309737612
4,8,4,3,3,5,8,20.08553692,2,4,5,3,5,4,4,5,2,1,6,4,0.416886345
4,4,9,5,3,2,6,2.718281828,6,5,11,,5,1,5,3,2,9,5,4,0.333881504
2,1,6,4,0,6,3,54.59815003,8,9,0,4,7,5,6,4,1,5,9,7,0.305132539
4,1,7,5,4,5,5,403.4287935,3,5,3,5,6,3,6,5,3,6,3,1,0.372669965
7,5,2,5,6,3,2,148.4131591,5,6,5,11,4,4,4,3,5,8,1,3,0.388552189
2,3,3,4,5,4,7,1096.633158,2,3,8,8,7,5,5,2,4,5,7,3,0.392656396
5,1,4,8,4,8,2,20.08553692,5,3,3,5,6,6,6,7,3,3,6,4,0.393760211
2,5,2,5,6,4,5,148.4131591,3,6,2,5,2,4,4,7,4,7,3,7,0.391521135
6,3,4,9,8,4,10,403.4287935,6,4,7,4,5,2,2,4,6,6,2,8,0.4131469
4,10,7,6,3,6,5,20.08553692,6,2,2,8,2,2,5,7,2,2,4,1,0.407710625
5,4,5,8,5,7,3,7.389056099,7,5,5,5,6,2,4,4,4,5,6,4,0.413796764
3,5,3,5,8,4,6,403.4287935,7,4,3,4,4,6,5,6,10,6,1,4,0.3644367
5,8,3,6,6,5,6,148.4131591,5,9,7,3,3,3,5,4,4,6,11,4,0.308794624
9,3,7,3,3,9,4,54.59815003,5,3,4,6,12,7,6,8,2,4,7,4,0.389540677
3,1,4,7,5,4,6,148.4131591,7,4,3,5,5,5,8,10,5,4,5,4,0.329430065
,7,6,3,8,7,9,403.4287935,6,7,7,2,6,5,5,10,9,4,4,1,0.420333018
2,4,4,5,5,7,7,8103.083928,2,4,3,2,3,6,6,2,6,1,3,10,0.401033201
10,9,6,4,3,8,4,403.4287935,4,5,11,7,5,3,3,4,6,4,6,2,0.407221784
9,2,3,7,6,4,6,2980.957987,5,3,4,12,6,6,3,4,6,6,7,7,0.340099109
5,2,6,4,5,5,6,2.718281828,2,7,0,3,4,4,3,2,7,5,7,3,0.388627574
10,2,3,5,7,3,5,403.4287935,7,4,5,6,4,6,4,10,7,5,8,6,0.373931751
3,3,6,11,9,6,6,7.389056099,7,2,3,5,5,6,4,5,6,7,9,9,0.337583261
6,8,7,3,5,2,2,20.08553692,5,4,6,6,4,3,3,5,7,6,4,3,0.413711588
4,4,6,3,5,3,11,2980.957987,4,5,10,5,6,7,2,6,6,4,7,2,0.376994178
,5,6,4,3,4,5,7.389056099,3,4,2,5,7,5,3,3,5,7,3,7,0.326710356
2,4,7,6,7,3,4,1096.633158,1,6,6,6,1,4,4,4,7,4,4,4,0.342734598
7,6,2,2,5,7,3,1096.633158,6,9,5,6,3,5,4,5,6,4,3,5,0.331795044
6,1,6,3,3,8,5,403.4287935,5,4,4,3,7,9,8,7,5,6,5,5,0.343735989
2,1,3,5,6,6,8,20.08553692,6,3,2,5,5,5,7,6,6,7,6,4,0.326343687
5,3,10,6,3,5,2,54.59815003,8,11,4,3,8,5,4,11,3,4,2,2,0.351959446
3,6,4,6,10,7,7,20.08553692,9,4,4,4,7,11,7,8,11,5,5,5,0.397157644
5,7,4,4,7,0,4,2.718281828,4,6,6,7,7,2,4,7,8,4,2,9,0.43430192
5,7,8,6,5,7,2,1096.633158,1,4,7,2,5,2,3,3,6,1,6,1,0.329475048
6,7,2,3,1,5,3,20.08553692,5,5,3,3,3,6,4,7,2,2,7,3,0.341976145
,8,3,2,1,6,4,54.59815003,2,6,2,2,5,10,5,4,3,6,4,2,0.3003015
1,10,3,8,5,3,5,54.59815003,4,8,9,,12,4,10,3,3,11,6,5,0.331542654
6,5,6,5,5,8,5,148.4131591,1,5,5,4,4,6,6,5,4,4,4,5,0.358583259
6,7,6,5,6,5,2,1096.633158,5,2,3,7,2,3,8,4,7,7,1,3,0.364643237
6,2,3,4,4,1,4,148.4131591,2,9,10,2,8,8,3,2,3,5,4,6,0.337286409
6,7,5,6,6,2,1,20.08553692,2,6,4,,2,5,4,5,5,7,7,6,0.321045216
2,5,6,4,4,5,9,403.4287935,3,7,3,7,3,8,5,4,5,4,8,5,0.378829761
6,7,3,3,4,5,2,54.59815003,4,4,8,6,4,4,4,2,4,2,4,7,0.35728649
5,4,3,4,7,3,4,20.08553692,6,11,5,3,4,6,6,6,7,7,4,2,0.359677223
8,4,4,5,4,3,5,1096.633158,5,3,3,7,8,5,6,4,5,4,7,4,0.425297282
1,3,9,9,6,1,3,148.4131591,2,2,2,4,4,4,2,4,3,6,3,2,0.378602007
6,5,3,4,6,5,5,1096.633158,3,7,10,,3,9,7,2,6,6,9,10,0.354367515
4,6,6,6,6,6,7,148.4131591,1,2,6,3,7,7,6,5,5,8,7,4,0.335530573
5,10,4,2,2,6,6,54.59815003,5,3,5,5,9,3,2,4,2,3,4,4,0.360003679
7,4,4,2,4,4,4,8103.083928,7,2,7,4,3,8,8,6,5,8,4,7,0.420661583
6,6,3,4,6,7,4,403.4287935,4,5,3,8,7,6,6,3,5,3,5,7,0.435114007
2,5,10,11,7,2,3,54.59815003,3,4,5,7,5,3,5,4,2,4,7,4,0.352812307
7,6,0,5,5,8,2,20.08553692,4,3,8,2,4,6,5,2,7,3,3,4,0.3292575
3,4,3,3,4,5,5,7.389056099,3,4,9,3,4,8,2,4,6,6,3,7,0.428032752
9,4,9,8,5,1,7,59874.14172,6,2,4,6,4,3,3,0,3,6,3,6,0.320221181
8,5,6,4,2,7,4,54.59815003,7,3,9,4,3,5,4,2,4,7,7,5,0.341633936
6,5,7,8,4,6,5,403.4287935,7,3,2,3,5,3,6,4,5,8,4,4,0.328580432
3,4,5,5,4,5,5,148.4131591,10,3,6,,6,6,7,6,6,4,8,4,0.379216142
1,0,7,2,4,5,4,7.389056099,5,9,5,8,4,3,3,3,6,1,3,5,0.357209757
4,4,6,3,4,4,1,148.4131591,5,4,6,8,2,4,1,3,6,4,3,2,0.340203289
9,8,6,3,4,6,3,7.389056099,3,5,4,,2,1,3,6,6,8,6,4,0.407509937
4,5,6,8,6,4,7,1096.633158,7,9,2,2,3,5,6,8,5,2,2,3,0.392976339
7,8,5,1,4,7,10,54.59815003,6,6,2,7,2,4,4,6,5,3,6,5,0.439371606
5,6,2,3,5,2,3,148.4131591,7,5,5,4,2,7,4,8,7,9,6,0,0.343678349
3,5,2,3,5,4,3,54.59815003,1,5,6,4,4,9,6,2,5,5,3,8,0.418339349
7,4,6,3,5,7,10,54.59815003,3,4,6,3,7,2,2,5,6,1,10,5,0.342351045
3,2,6,2,3,4,5,403.4287935,3,5,6,8,9,2,4,2,3,7,5,7,0.30126523
4,4,6,2,5,5,6,2.718281828,8,4,3,1,5,2,4,3,7,6,1,6,0.321125676
6,2,6,6,8,7,2,54.59815003,4,1,2,,8,1,3,4,7,7,2,5,0.371185873
6,2,5,2,4,9,7,1096.633158,6,5,2,5,6,6,2,9,9,9,3,8,0.413401308
1,3,4,4,4,4,4,54.59815003,2,3,4,0,9,4,7,7,4,4,4,8,0.308037763
3,4,5,5,3,8,4,54.59815003,4,5,6,3,9,4,4,7,2,6,2,3,0.416482044
8,6,3,6,8,6,5,403.4287935,4,4,9,2,3,7,5,10,9,6,6,8,0.400250415
9,4,4,8,6,6,3,7.389056099,5,3,6,6,2,6,5,3,5,10,5,3,0.304832672
8,2,1,1,1,5,6,148.4131591,5,4,4,4,9,4,5,3,3,4,2,7,0.314881407
5,4,5,6,5,5,5,403.4287935,6,6,9,3,6,5,4,4,4,6,11,7,0.310588195
3,3,5,5,6,5,2,54.59815003,7,8,6,7,6,6,8,4,7,2,4,3,0.395059019
2,4,2,5,4,4,3,403.4287935,3,10,6,3,2,4,5,6,4,5,7,3,0.378544143
5,4,8,5,6,10,3,20.08553692,2,7,4,,7,6,6,10,6,4,5,6,0.350240161
5,6,4,6,8,7,3,20.08553692,4,2,4,9,4,10,8,1,5,0,6,1,0.312363621
